"id","created","name","position","foot","height","weight","dob","cityob","countryob","nt","club","age"
"0f8418aa","2021-12-30 16:16:45","Ibrahima Sissoko","MF (CM)","84% Right",193,88,"October 27, 1997","Meaux","France",NULL,"Strasbourg",24
"0f86995c","2021-12-30 16:17:46","Hianga Mananga Mbock","MF","83% Right",186,80,"December 28, 1999","Brest","France",NULL,"Brest",22
"0f933743","2021-12-30 16:31:51","Francisco Sierralta","DF","94% Right",190,83,"May 6, 1997","Las Condes","Chile","Chile","Watford",24
"0fbecd11","2021-12-30 16:39:34","Dominik Kohr","MF (DM)","84% Right",193,75,"January 31, 1994","Trier","Germany",NULL,"Mainz 05",27
"0fdcef0e","2021-12-30 16:49:58","Kristjan Asllani","FW",NULL,NULL,NULL,"March 9, 2002",NULL,NULL,NULL,"Empoli",19
"0fee6bda","2021-12-30 16:54:57","Martin Erlic","DF (CB)","84% Right",192,79,"January 24, 1998","Zadar","Croatia",NULL,"Spezia",23
"0ff630d0","2021-12-30 16:19:43","Akim Zedadka","DF (FB, right)","88% Right",175,70,"May 30, 1995","Pertuis","France",NULL,"Clermont Foot",26
"1000a059","2021-12-30 16:31:27","Stuart McKinstry","MF","Right",179,73,"September 18, 2002","Wishaw","Scotland",NULL,"Leeds United",19
"1001ae82","2021-12-30 16:21:47","Ryad Boudebouz","FW-MF (AM)","84% Left",177,59,"February 19, 1990","Colmar","France","Algeria","Saint-Étienne",31
"10072610","2021-12-30 16:02:01","Claudio Bravo","GK","92% Right",184,77,"April 13, 1983","Buin","Chile","Chile","Real Betis",38
"101da2b5","2021-12-30 16:22:20","Fernandinho","DF-MF (AM-CM-DM)","86% Right",175,66,"May 4, 1985","Londrina","Brazil","Brazil","Manchester City",36
"1025db8e","2021-12-30 16:42:48","Jeffrey Gouweleeuw","DF (CB, right)","90% Right",187,78,"July 10, 1991","Gemeente Heemskerk","Netherlands",NULL,"Augsburg",30
"102e2599","2021-12-30 16:50:01","Tommaso Baldanzi","MF",NULL,NULL,NULL,"March 23, 2003",NULL,NULL,NULL,"Empoli",18
"103d9525","2021-12-30 16:09:09","Ferrán Quetglas","GK",NULL,NULL,NULL,"January 1, 2005",NULL,NULL,NULL,"Mallorca",16
"104b4ad3","2021-12-30 16:20:22","Alberth Elis","FW-MF (AM, right)","95% Right",183,73,"February 12, 1996","San Pedro Sula","Honduras","Honduras","Bordeaux",25
"106bca06","2021-12-30 16:43:48","Alessandro Schöpf","MF (AM)","70% Right",178,75,"February 7, 1994","Umhausen","Austria","Austria","Arminia",27
"106c142c","2021-12-30 16:05:17","Jesus Vazquez","DF","Left",182,77,"January 2, 2003","Mérida","Spain",NULL,"Valencia",18
"10b9fa99","2021-12-30 16:54:17","Ethan Ampadu","DF-MF","82% Right",175,70,"September 14, 2000","Exeter","England","Wales","Venezia",21
"10dc46f0","2021-12-30 16:55:25","Salvatore Sirigu","GK","93% Right",192,80,"January 12, 1987","Nuoro","Italy","Italy","Genoa",34
"10e7f486","2021-12-30 16:51:37","Rogério","DF-MF (FB, left)","92% Left",178,71,"January 13, 1998","Nobres","Brazil",NULL,"Sassuolo",23
"10f0fdd3","2021-12-30 16:16:46","Jean-Ricner Bellegarde","MF","79% Right",170,68,"June 27, 1998","Colombes","France",NULL,"Strasbourg",23
"11184fa7","2021-12-30 16:07:04","Álvaro García","DF","Left",184,80,"June 1, 2000","Albacete","Spain",NULL,"Espanyol",21
"111c3236","2021-12-30 16:30:45","Fabian Delph","DF-MF","65% Left",175,62,"November 21, 1989","Bradford","England","England","Everton",32
"112521d1","2021-12-30 16:06:34","Pedrosa","DF (FB, left)","88% Left",NULL,NULL,"May 13, 1998",NULL,NULL,NULL,"Espanyol",23
"112c495e","2021-12-30 16:34:00","Dimitris Giannoulis","DF-MF (FB-WM, left)","93% Left",179,68,"October 17, 1995","Katerini","Greece","Greece","Norwich City",26
"1137759d","2021-12-30 16:30:08","Sergi Canós","FW-MF (AM-WM)","86% Right",175,70,"February 2, 1997","Nules","Spain",NULL,"Brentford",24
"1148323a","2021-12-30 16:27:43","Eldin Jakupović","GK","Right",191,82,"October 2, 1984","Kozarac","Bosnia and Herzegovina","Switzerland","Leicester City",37
"114bbdee","2021-12-30 16:13:58","Loïc Bade","DF","92% Right",191,86,"April 11, 2000","Sèvres","France",NULL,"Rennes",21
"117cd0a8","2021-12-30 16:02:56","Morro","GK",NULL,193,NULL,"September 11, 2000",NULL,NULL,NULL,"CF Fuenlabrada",21
"11962fe7","2021-12-30 16:57:08","Wajdi Kechrida","DF","94% Right",NULL,NULL,"November 5, 1995",NULL,NULL,"Tunisia","Salernitana",26
"119b9a8e","2021-12-30 16:22:09","Aymeric Laporte","DF (CB, left)","77% Left",189,85,"May 27, 1994","Agen","France","Spain","Manchester City",27
"11b9265b","2021-12-30 16:05:43","Alberto Moreno","DF-MF (FB, left)","96% Left",172,64,"July 5, 1992","Seville","Spain","Spain","Villarreal",29
"11d8aff0","2021-12-30 16:40:20","Josep Martinez","GK","Right",191,85,"May 27, 1998","Alzira","Spain","Spain","RB Leipzig",23
"11fd2b75","2021-12-30 16:09:51","Omar Mascarell","MF (CM-DM)","80% Right",181,70,"February 2, 1993","Santa Cruz de Tenerife","Spain",NULL,"Elche",28
"11ff3d56","2021-12-30 16:29:49","Ibrahima Diallo","MF","89% Right",179,70,"March 8, 1999","Tours","France",NULL,"Southampton",22
"1226f0de","2021-12-30 16:49:33","Marius Adamonis","GK",NULL,NULL,NULL,"May 13, 1997","Panevezys","Lithuania",NULL,"Lazio",24
"1238a3f9","2021-12-30 16:40:55","Davie Selke","FW","89% Right",192,82,"January 20, 1995","Schorndorf","Germany",NULL,"Hertha BSC",26
"1265a93a","2021-12-30 16:22:42","Reece James","DF-MF (FB, right)","89% Right",172,64,"December 8, 1999","London","England","England","Chelsea",22
"1295552e","2021-12-30 16:51:48","Mert Müldür","DF (FB, right)","93% Right",184,75,"April 3, 1999","Vienna","Austria","Turkey","Sassuolo",22
"129af0db","2021-12-30 16:47:12","Álvaro Morata","FW","86% Right",189,85,"October 23, 1992","Madrid","Spain","Spain","Juventus",29
"12bd0579","2021-12-30 16:21:59","Nelson Sissoko","DF","87% Right",177,70,"March 7, 1997","Bondy","France",NULL,"Saint-Étienne",24
"12c35abe","2021-12-30 16:37:45","Jens Petter Hauge","DF-FW-MF","85% Right",183,76,"October 12, 1999","Bodø","Norway","Norway","Eintracht Frankfurt",22
"12c50af5","2021-12-30 16:08:16","Denis Suárez","MF (AM-CM-WM)","86% Right",181,72,"January 6, 1994","Salceda de Caselas","Spain","Spain","Celta Vigo",27
"130a7a3f","2021-12-30 16:45:43","Samu Castillejo","FW-MF (AM-WM, right)","83% Left",179,61,"January 18, 1995","Barcelona","Spain",NULL,"Milan",26
"13203c45","2021-12-30 16:42:01","Jérôme Roussillon","DF-MF (FB, left)","87% Left",175,80,"January 6, 1993","Sarcelles","France",NULL,"Wolfsburg",28
"132ac341","2021-12-30 16:07:53","Aridane Hernández","DF (CB, right)","84% Right",186,77,"March 23, 1989","Tuineje","Spain",NULL,"Osasuna",32
"13619663","2021-12-30 16:06:01","Iker Álvarez","GK","Right",182,72,"July 25, 2001","Andorra la Vella","Andorra","Andorra","Villarreal",20
"13b44b02","2021-12-30 16:49:38","Petar Stojanović","DF-MF (FB, right)","89% Right",178,69,"October 7, 1995","Ljubljana","Slovenia","Slovenia","Empoli",26
"13d23b29","2021-12-30 16:35:35","Antonios Papadopoulos","MF",NULL,186,83,"September 10, 1999","Stuttgart","Germany",NULL,"Dortmund",22
"13d5fc25","2021-12-30 16:15:59","Capita","FW","Left",171,68,"January 10, 2002",NULL,NULL,"Angola","Lille",19
"13ddc856","2021-12-30 16:41:26","Takuma Asano","FW-MF","74% Right",171,70,"November 10, 1994","Komono","Japan","Japan","Bochum",27
"13fe7b69","2021-12-30 16:44:15","Jamie Leweling","FW","Both",184,86,"February 26, 2001","Nuremberg","Germany",NULL,"Greuther Fürth",20
"14025baf","2021-12-30 16:39:17","Marvin Obuz","MF","Right",182,70,"January 25, 2002","Cologne","Germany",NULL,"Köln",19
"1467af0d","2021-12-30 16:12:22","Marco Verratti","MF (CM-DM)","92% Right",165,60,"November 5, 1992","Pescara","Italy","Italy","Paris Saint-Germain",29
"149c5f5d","2021-12-30 16:46:57","Giuseppe Pezzella","DF-MF","86% Left",185,81,"November 29, 1997","Naples","Italy",NULL,"Atalanta",24
"14a96e1c","2021-12-30 16:54:28","Niki Mäenpää","GK","Right",192,96,"January 23, 1985","Espoo","Finland","Finland","Venezia",36
"14abb0e6","2021-12-30 16:43:41","Florian Schock","GK","Right",199,85,"May 22, 2001","Stuttgart","Germany",NULL,"Stuttgart",20
"14b8fcdf","2021-12-30 16:47:41","Daniele Rugani","DF (CB)","88% Right",190,82,"July 29, 1994","Lucca","Italy","Italy","Juventus",27
"14d2670e","2021-12-30 16:21:06","Amadou Mbengue","DF",NULL,183,NULL,"January 5, 2002",NULL,NULL,NULL,"Metz",19
"14df1d7f","2021-12-30 16:21:14","William Mikelbrencis","DF","Right",176,64,"February 25, 2004","Forbach","France",NULL,"Metz",17
"14e05913","2021-12-30 16:01:37","Alfonso Pastor","GK","Right",190,81,"October 4, 2000","Cordova","Spain",NULL,"Sevilla",21
"15413fa5","2021-12-30 16:38:55","Salih Özcan","MF","81% Right",180,74,"January 11, 1998","Cologne","Germany",NULL,"Köln",23
"1544f145","2021-12-30 16:29:07","Jacob Ramsey","MF","82% Right",180,73,"May 28, 2001","England","United Kingdom",NULL,"Aston Villa",20
"1545cf15","2021-12-30 16:21:16","Houboulang Mendes","DF","84% Right",183,74,"May 4, 1998","Évry","France",NULL,"Lorient",23
"157c807c","2021-12-30 16:39:53","Kaito Mizuta","FW","Both",182,NULL,"April 8, 2000","Japan
    
  ",NULL,NULL,"Mainz 05",21
"157d29b6","2021-12-30 16:56:41","Diego Farias","FW","90% Right",172,64,"May 10, 1990","Sorocaba","Brazil",NULL,"Cagliari",31
"15944afd","2021-12-30 16:15:00","Eliot Matazo","MF","91% Right",174,72,"February 15, 2002","Woluwe-Saint-Lambert","Belgium",NULL,"Monaco",19
"15b287da","2021-12-30 16:37:38","Daichi Kamada","FW-MF (AM)","83% Right",180,72,"August 5, 1996","Ehime","Japan","Japan","Eintracht Frankfurt",25
"15d0c248","2021-12-30 16:49:03","Luiz Felipe","DF (CB)","89% Right",187,81,"March 22, 1997","Colina","Brazil",NULL,"Lazio",24
"15ea812b","2021-12-30 16:32:09","James Tarkowski","DF (CB, right)","86% Right",185,81,"November 19, 1992","Manchester","England","England","Burnley",29
"15f24fe7","2021-12-30 16:43:38","Sasa Kalajdzic","FW-MF","83% Right",200,80,"July 7, 1997","Vienna","Austria","Austria","Stuttgart",24
"15f3ec41","2021-12-30 16:22:58","Callum Hudson-Odoi","FW-MF","86% Right",182,76,"November 7, 2000","Wandsworth","England","England","Chelsea",21
"16264a81","2021-12-30 16:28:13","Moisés Caicedo","MF","Right",178,75,"November 2, 2001","Santo Domingo de los Colorados","Ecuador","Ecuador","Beerschot Wilrijk",20
"162efffd","2021-12-30 16:03:09","Rodrigo De Paul","FW-MF (CM-WM)","97% Right",178,70,"May 24, 1994","Sarandí","Argentina","Argentina","Atlético Madrid",27
"165a2e40","2021-12-30 16:15:39","Burak Yılmaz","FW","86% Right",188,77,"July 15, 1985","Antalya","Turkey","Turkey","Lille",36
"165cf989","2021-12-30 16:31:02","Andy Lonergan","GK","Left",192,87,"October 19, 1983","Preston","England","Republic of Ireland","Everton",38
"16657b95","2021-12-30 16:48:02","Bryan Cristante","DF-MF (DM)","89% Right",186,78,"March 3, 1995","San Vito al Tagliamento","Italy","Italy","Roma",26
"169fd162","2021-12-30 16:26:42","Hwang Hee-chan","FW-MF","85% Right",177,70,"January 26, 1996","Chuncheon","Korea Republic","Korea Republic","Wolverhampton Wanderers",25
"16aa3654","2021-12-30 16:08:53","Takefusa Kubo","FW-MF","85% Left",170,63,"June 4, 2001","Kanagawa","Japan","Japan","Mallorca",20
"16aa7d4c","2021-12-30 16:17:36","Brendan Chardonnet","DF (CB, right)","92% Right",181,74,"December 22, 1994","Saint-Renan","France",NULL,"Brest",27
"16b9d5cf","2021-12-30 16:55:51","Nikola Maksimović","DF (CB)","93% Right",193,82,"November 25, 1991","Bajina Bašta","Serbia","Serbia","Genoa",30
"16bb656a","2021-12-30 16:52:20","Paweł Dawidowicz","DF-MF (CB-DM)","62% Right",188,80,"May 20, 1995","Olsztyn","Poland","Poland","Verona",26
"16ceb862","2021-12-30 16:45:29","Olivier Giroud","FW","81% Left",192,88,"September 30, 1986","Chambéry","France","France","Milan",35
"16daec92","2021-12-30 16:37:14","Mijat Gaćinović","MF (AM-WM)","76% Right",175,66,"February 8, 1995","Novi Sad","Serbia","Serbia","Hoffenheim",26
"16e9d0ea","2021-12-30 16:01:41","Álex Moreno","DF-MF (FB-WM, left)","89% Left",179,68,"June 8, 1993","Sant Sadurní d'Anoia","Spain",NULL,"Real Betis",28
"170e1228","2021-12-30 16:57:29","Antonio Russo","GK",NULL,NULL,NULL,"February 1, 2000",NULL,NULL,NULL,"Salernitana",21
"172e52d8","2021-12-30 16:30:05","Pontus Jansson","DF (CB)","90% Right",194,86,"February 13, 1991","Arlöv","Sweden","Sweden","Brentford",30
"173061c0","2021-12-30 16:56:59","Riccardo Gagliolo","DF (CB-FB, left)","74% Left",180,75,"April 28, 1990","Porto Maurizio","Italy","Sweden","Salernitana",31
"17376543","2021-12-30 16:42:41","Rafał Gikiewicz","GK","84% Right",190,81,"October 26, 1987","Olsztyn","Poland",NULL,"Augsburg",34
"174651c8","2021-12-30 16:09:27","David Timor","MF (AM-CM)","89% Left",185,77,"October 17, 1989","Carcaixent","Spain",NULL,"Getafe",32
"174f09a6","2021-12-30 16:09:45","Ignasi Miquel","DF (CB, left)","84% Left",193,85,"September 28, 1992","Barcelona","Spain",NULL,"Huesca",29
"17695062","2021-12-30 16:24:06","Emile Smith-Rowe","MF (AM)","81% Right",182,72,"July 28, 2000","Croydon","England","England","Arsenal",21
"1770bd68","2021-12-30 16:31:56","Ken Sema","DF-FW-MF (WM, left)","82% Left",177,69,"September 30, 1993","Norrköping","Sweden","Sweden","Watford",28
"17734ea0","2021-12-30 16:22:35","Kayky Chagas","FW","Left",175,68,"June 11, 2003","Rio de Janeiro","Brazil",NULL,"Manchester City",18
"17780d2b","2021-12-30 16:42:55","Tobias Strobl","DF-MF","90% Right",186,72,"May 12, 1990","Pasing","Germany",NULL,"Augsburg",31
"1780bb4a","2021-12-30 16:50:10","Aaron Hickey","DF","64% Left",175,65,"June 10, 2002","Scotland","United Kingdom",NULL,"Bologna",19
"1787195f","2021-12-30 16:17:01","Mehdi Chahiri","MF","91% Right",180,75,"July 25, 1996","Grande-Synthe","France",NULL,"Caen",25
"178ae8f8","2021-12-30 16:23:28","Diogo Jota","FW-MF","67% Right",178,70,"December 4, 1996","Massarelos","Portugal","Portugal","Liverpool",25
"17a1299d","2021-12-30 16:01:36","Javier Díaz","GK","Right",185,82,"May 15, 1997","Mairena del Aljarafe","Spain",NULL,"Sevilla",24
"17d45fb2","2021-12-30 16:31:55","Ozan Tufan","DF-MF (AM-DM-FB, right)","Right",182,80,"March 23, 1995","Orhaneli","Turkey","Turkey","Watford",26
"17f3620a","2021-12-30 16:41:00","Krzysztof Piątek","FW","89% Right",183,77,"July 1, 1995","Dzierżoniów","Poland","Poland","Hertha BSC",26
"1827a42d","2021-12-30 16:08:35","José Fontán","DF","84% Left",182,75,"February 11, 2000","Vilagarcía de Arousa","Spain",NULL,"Celta Vigo",21
"182a8b9d","2021-12-30 16:25:13","Ajibola Alese","DF","Right",192,85,"January 17, 2000","England","United Kingdom",NULL,"West Ham United",21
"1840e36d","2021-12-30 16:00:27","Thibaut Courtois","GK","68% Left",199,91,"May 11, 1992","Bree","Belgium","Belgium","Real Madrid",29
"18563ea7","2021-12-30 16:13:43","Simon Ngapandouetnbu","GK","Right",180,74,"April 12, 2003","Foumban","Cameroon",NULL,"Marseille",18
"1880614f","2021-12-30 16:13:22","Cengiz Ünder","FW-MF (AM, right)","70% Left",173,66,"July 14, 1997","Sındırgı","Turkey","Turkey","Marseille",24
"18abe173","2021-12-30 16:08:26","Joseph Aidoo","DF (CB, right)","81% Right",184,80,"September 29, 1995","Accra","Ghana","Ghana","Celta Vigo",26
"18b896d6","2021-12-30 16:22:42","Antonio Rüdiger","DF (CB)","78% Right",191,85,"March 3, 1993","Land Berlin","Germany","Germany","Chelsea",28
"18c2e247","2021-12-30 16:39:48","Stephan Fürstner","MF (DM)","Both",178,71,"September 11, 1987","Munich","Germany",NULL,"Mainz 05",34
"1900032e","2021-12-30 16:27:29","Jannik Vestergaard","DF (CB, left)","72% Right",199,98,"August 3, 1992","Copenhagen","Denmark","Denmark","Leicester City",29
"19053e31","2021-12-30 16:14:42","Sofiane Diop","FW-MF","91% Right",165,50,"June 9, 2000","Tours","France",NULL,"Monaco",21
"191a897a","2021-12-30 16:09:07","Pablo Gálvez","FW",NULL,NULL,NULL,"October 30, 2001",NULL,NULL,NULL,"Mallorca",20
"192d4c3d","2021-12-30 16:27:38","Vontae Daley Campbell","DF","Right",173,65,"April 2, 2001","England","United Kingdom",NULL,"Leicester City",20
"1940be91","2021-12-30 16:34:57","Christian Früchtl","GK",NULL,193,85,"January 28, 2000","Bischofsmais","Germany",NULL,"Bayern Munich",21
"1956b948","2021-12-30 16:19:51","Jim Allevinah","MF (AM)","79% Right",172,67,"February 27, 1995","Agen","France","Gabon","Clermont Foot",26
"1961b2aa","2021-12-30 16:30:47","André Gomes","MF (CM)","72% Right",188,84,"July 30, 1993","Grijó","Portugal","Portugal","Everton",28
"19709006","2021-12-30 16:01:26","Óscar Rodríguez Arnaiz","MF","87% Right",173,70,"June 28, 1998","Talavera de la Reina","Spain","Spain","Sevilla",23
"197640fd","2021-12-30 16:27:19","Timothy Castagne","DF-MF (DM-FB, right)","86% Right",180,80,"December 5, 1995","Arlon","Belgium","Belgium","Leicester City",26
"199f7008","2021-12-30 16:35:37","Göktan Gürpüz","MF","Right",175,70,"January 22, 2003","Duisburg","Germany",NULL,"Dortmund",18
"199ff86e","2021-12-30 16:19:37","Levi Lumeka","MF (AM)","Right",170,68,"September 5, 1998","Beckton","England",NULL,"Troyes",23
"19a12bed","2021-12-30 16:13:03","Hassane Kamara","DF-MF (DM-FB, left)","87% Left",166,62,"September 19, 1994","Saint-Denis","France","Côte d'Ivoire","Nice",27
"19a967ab","2021-12-30 16:35:30","Ansgar Knauff","FW","Right",180,70,"January 10, 2002","Göttingen","Germany",NULL,"Dortmund",19
"19a9cb70","2021-12-30 16:23:58","Kaide Gordon","FW","Left",179,64,"October 5, 2004","England","United Kingdom",NULL,"Liverpool",17
"19b776e9","2021-12-30 16:05:23","Rubén Sobrino","FW","85% Right",185,72,"June 1, 1992","Daimiel","Spain",NULL,"Cádiz",29
"19ba6c6d","2021-12-30 16:17:40","Steve Mounié","FW","85% Right",190,83,"September 29, 1994","Parakou","Benin","Benin","Brest",27
"19c36442","2021-12-30 16:07:08","Luis Milla","MF (CM-DM)","91% Right",175,74,"October 7, 1994","Madrid","Spain",NULL,"Granada",27
"19cae58d","2021-12-30 16:04:18","Gavi Paez","MF","82% Right",NULL,NULL,"August 5, 2004",NULL,NULL,"Spain","Barcelona",17
"19cda00b","2021-12-30 16:12:07","Ángel Di María","FW-MF (AM-CM-WM)","93% Left",180,70,"February 14, 1988","Rosario","Argentina","Argentina","Paris Saint-Germain",33
"19d1c41f","2021-12-30 16:50:45","Omar Khailoti","DF","Left",192,75,"September 5, 2001",NULL,NULL,NULL,"Carrarese Calcio",20
"19e4eab9","2021-12-30 16:52:47","Rodrigo Becão","DF (CB, right)","91% Right",191,79,"January 19, 1996","Salvador","Brazil",NULL,"Udinese",25
"19e50035","2021-12-30 16:33:27","Freddie Woodman","GK","Right",190,69,"March 4, 1997","Croydon","England",NULL,"Newcastle United",24
"19f4d211","2021-12-30 16:29:25","Jaden Philogene Bidace","MF","Right",174,64,"May 18, 2002","England","United Kingdom",NULL,"Aston Villa",19
"19ffb149","2021-12-30 16:45:08","Fabio Cortinovis","DF",NULL,NULL,NULL,"April 20, 2002",NULL,NULL,NULL,"Internazionale",19
"1a066e69","2021-12-30 16:14:25","Maxime Estève","DF","68% Left",192,82,"May 26, 2002",NULL,NULL,NULL,"Montpellier",19
"1a4b9094","2021-12-30 16:34:53","Bouna Sarr","DF-MF (FB-WM, right)","89% Right",177,65,"January 31, 1992","Lyon","France","Senegal","Bayern Munich",29
"1a4ef233","2021-12-30 16:27:22","Daniel Amartey","DF-MF","90% Right",182,76,"December 21, 1994","Accra","Ghana","Ghana","Leicester City",27
"1a6b7ea4","2021-12-30 16:12:50","Pablo Rosario","MF (CM, right)","90% Right",188,73,"January 7, 1997","Amsterdam","Netherlands","Netherlands","Nice",24
"1a83027b","2021-12-30 16:38:36","Keita Endo","MF",NULL,175,66,"November 22, 1997","Asahi-ku","Japan","Japan","Yokohama F-Marinos",24
"1a992676","2021-12-30 16:12:29","Julian Draxler","FW-MF (AM-WM)","88% Right",187,75,"September 20, 1993","Gladbeck","Germany","Germany","Paris Saint-Germain",28
"1ac232b8","2021-12-30 16:54:54","Simone Bastoni","DF","83% Left",181,74,"November 5, 1996","La Spezia","Italy",NULL,"Spezia",25
"1ae30132","2021-12-30 16:32:37","Phil Bardsley","DF (FB, right)","87% Right",180,73,"June 28, 1985","Salford","England","Scotland","Burnley",36
"1ae836b1","2021-12-30 16:41:16","Elvis Rexhbeçaj","MF","78% Left",182,73,"November 1, 1997","Prizren","Kosovo",NULL,"Bochum",24
"1b280c66","2021-12-30 16:28:15","Michał Karbownik","DF","Both",175,70,"March 13, 2001","Radom","Poland","Poland","Olympiacos",20
"1b4f1169","2021-12-30 16:24:14","Albert Sambi Lokonga","MF (DM)","80% Right",183,79,"October 22, 1999","Verviers","Belgium","Belgium","Arsenal",22
"1b6d8083","2021-12-30 16:39:45","Paul Nebel","FW","Both",169,63,"October 10, 2002","Frankfurt am Main","Germany",NULL,"Mainz 05",19
"1b70f53a","2021-12-30 16:46:30","Hubert Idasiak","GK","Right",185,74,"February 3, 2002",NULL,NULL,NULL,"Napoli",19
